head_entity,head_entity_label,relation,tail_entity,tail_entity_label,context
迥,PER,管理,貝,LOC,迥所管相、卫、黎、毛、洺、贝、赵、冀、瀛、沧，勤所统青、齐、胶、光、莒诸州皆从之，众数十万。
迥,PER,管理,相,LOC,迥所管相、卫、黎、毛、洺、贝、赵、冀、瀛、沧，勤所统青、齐、胶、光、莒诸州皆从之，众数十万。
孛羅,PER,任职,丞相,OFI,天锡语丞相孛罗、左丞张文谦曰：「农桑者，衣食之本，不务本，则民衣食不足，教化不可兴，古之王政，莫先于此，愿留意焉。
張文謙,PER,任职,左丞,OFI,天锡语丞相孛罗、左丞张文谦曰：「农桑者，衣食之本，不务本，则民衣食不足，教化不可兴，古之王政，莫先于此，愿留意焉。
朏,PER,任职,開府中兵參軍,OFI,子伯昱。弟朏，武定中，开府中兵参军
白達,PER,任职,勃菫,OFI,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
阿庫德,PER,任职,勃菫,OFI,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
准德,PER,出生于某地,加古部,LOC,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
粘沒罕,PER,出生于某地,完顏部,LOC,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
醜阿,PER,出生于某地,駝滿部,LOC,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
束里保,PER,出生于某地,加古部,LOC,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
申乃因,PER,出生于某地,駝滿部,LOC,准德、束里保者，皆加古部人。申乃因、丑阿皆驼满部人。富者粘没罕，完颜部人。阿库德、白达皆雅达澜水完颜部勃菫。
護,PER,到达,平涼,LOC,太祖之入关也，护以年小不从。普泰初，自晋阳至平凉，时年十七。太祖诸子并幼，遂委护以家务，内外不严而肃。
太祖,PER,政治奥援,護,PER,太祖之入关也，护以年小不从。普泰初，自晋阳至平凉，时年十七。太祖诸子并幼，遂委护以家务，内外不严而肃。
萇從簡,PER,驻守,河陽,LOC,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
在明,PER,任职,刺史,OFI,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
在明,PER,到达,懷州,LOC,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
在明,PER,管理,單州,LOC,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
唐末帝,PER,上下级,萇從簡,PER,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
在明,PER,同僚,萇從簡,PER,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
在明,PER,驻守,河陽,LOC,及德钧兵败，在明奔归怀州，唐末帝令与苌从简同守河阳。晋祖至，乃迎之，京都事定，出为单州刺史。
則,PER,到达,縉雲山,LOC,受业于周弘正，善三玄，精于议论，声擅都邑，则歎曰：「名者实之賔，吾其为賔乎！」遂怀栖隐之操，杖策入缙云山
則,PER,政治奥援,周弘正,PER,受业于周弘正，善三玄，精于议论，声擅都邑，则歎曰：「名者实之賔，吾其为賔乎！」遂怀栖隐之操，杖策入缙云山
惟鎔,PER,敌对攻伐,劉二祖,PER,贞祐三年，破红袄贼于大沫堌，惟镕入自北门，诸军继进，生获刘二祖，功最。迁泰安军节度副使，改遂王府尉、都水少监、东平府治中。
惟鎔,PER,管理,泰安軍,LOC,贞祐三年，破红袄贼于大沫堌，惟镕入自北门，诸军继进，生获刘二祖，功最。迁泰安军节度副使，改遂王府尉、都水少监、东平府治中。
惟鎔,PER,任职,東平府治中,OFI,贞祐三年，破红袄贼于大沫堌，惟镕入自北门，诸军继进，生获刘二祖，功最。迁泰安军节度副使，改遂王府尉、都水少监、东平府治中。
惟鎔,PER,任职,遂王府尉,OFI,贞祐三年，破红袄贼于大沫堌，惟镕入自北门，诸军继进，生获刘二祖，功最。迁泰安军节度副使，改遂王府尉、都水少监、东平府治中。
惟鎔,PER,任职,都水少監,OFI,贞祐三年，破红袄贼于大沫堌，惟镕入自北门，诸军继进，生获刘二祖，功最。迁泰安军节度副使，改遂王府尉、都水少监、东平府治中。
惟鎔,PER,任职,節度副使,OFI,贞祐三年，破红袄贼于大沫堌，惟镕入自北门，诸军继进，生获刘二祖，功最。迁泰安军节度副使，改遂王府尉、都水少监、东平府治中。
朱友恭,PER,敌对攻伐,友裕,PER,都虞候朱友恭谗之太祖，以为瑾可追而友裕不追。
太祖,PER,敌对攻伐,瑾,PER,都虞候朱友恭谗之太祖，以为瑾可追而友裕不追。
朱友恭,PER,任职,都虞候,OFI,都虞候朱友恭谗之太祖，以为瑾可追而友裕不追。
太祖,PER,上下级,朱友恭,PER,都虞候朱友恭谗之太祖，以为瑾可追而友裕不追。
戒丕,PER,同僚,允齎,PER,天子遣延王戒丕、丹王允赍诏，促武皇兵直抵邠、凤。
允齎,PER,任职,丹王,OFI,天子遣延王戒丕、丹王允赍诏，促武皇兵直抵邠、凤。
戒丕,PER,任职,延王,OFI,天子遣延王戒丕、丹王允赍诏，促武皇兵直抵邠、凤。
贄,PER,敌对攻伐,通玄,PER,旣与二吴不恊，渐加浸润，恩礼稍薄；及通玄败，上知诬枉，遂复见用。贽以受人主殊遇，不敢爱身，事有不可，极言无隐。
太宗,PER,上下级,珪,PER,后尝侍宴，太宗谓珪曰：「卿识鉴清通，尤善谈论，自房玄龄等，咸宜品藻，又可自量，孰与诸子贤？」
口溫不花,PER,任职,宗王,OFI,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
珍,PER,任职,管軍百戶,OFI,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
興,PER,任职,管軍百戶,OFI,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
口溫不花,PER,上下级,興,PER,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
興,PER,父母,珍,PER,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
蔡珍,PER,出生于某地,彰德,LOC,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
蔡珍,PER,出生于某地,安陽,LOC,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
興,PER,父母,蔡珍,PER,蔡珍，彰德安阳人。父兴，幼隶军籍，从宗王口温不花出征，权管军百户。兴告老，以珍代之。
旭,PER,敌对攻伐,李傑,PER,旭又与御史大夫李杰不恊，递相纠讦，杰竟坐左迁衢州刺史。旭旣得志，擅行威福，由是朝廷畏而鄙之。俄以赃罪黜为龙川尉，愤恚而死，甚为时之所快。
李傑,PER,任职,御史大夫,OFI,旭又与御史大夫李杰不恊，递相纠讦，杰竟坐左迁衢州刺史。旭旣得志，擅行威福，由是朝廷畏而鄙之。俄以赃罪黜为龙川尉，愤恚而死，甚为时之所快。
旭,PER,任职,龍川尉,OFI,旭又与御史大夫李杰不恊，递相纠讦，杰竟坐左迁衢州刺史。旭旣得志，擅行威福，由是朝廷畏而鄙之。俄以赃罪黜为龙川尉，愤恚而死，甚为时之所快。
傑,PER,任职,刺史,OFI,旭又与御史大夫李杰不恊，递相纠讦，杰竟坐左迁衢州刺史。旭旣得志，擅行威福，由是朝廷畏而鄙之。俄以赃罪黜为龙川尉，愤恚而死，甚为时之所快。
傑,PER,管理,衢州,LOC,旭又与御史大夫李杰不恊，递相纠讦，杰竟坐左迁衢州刺史。旭旣得志，擅行威福，由是朝廷畏而鄙之。俄以赃罪黜为龙川尉，愤恚而死，甚为时之所快。
侯伏侯龍恩,PER,任职,都督,OFI,八年，进车骑大将军、仪同三司。邙山之役，护率众先锋，为敌人所围，都督侯伏侯龙恩挺身扞御，方得免。
護,PER,任职,儀同三司,OFI,八年，进车骑大将军、仪同三司。邙山之役，护率众先锋，为敌人所围，都督侯伏侯龙恩挺身扞御，方得免。
護,PER,任职,車騎大將軍,OFI,八年，进车骑大将军、仪同三司。邙山之役，护率众先锋，为敌人所围，都督侯伏侯龙恩挺身扞御，方得免。
護,PER,政治奥援,侯伏侯龍恩,PER,八年，进车骑大将军、仪同三司。邙山之役，护率众先锋，为敌人所围，都督侯伏侯龙恩挺身扞御，方得免。
寶,PER,任职,懷遠大將軍,OFI,隋世昌，其先登州栖霞人。父宝，徙居莱阳，金末隶军伍，主帅奇其貌，以为管军谋克，俄授怀远大将军、管军都緫领，镇行村海口。
寶,PER,任职,管軍都緫領,OFI,隋世昌，其先登州栖霞人。父宝，徙居莱阳，金末隶军伍，主帅奇其貌，以为管军谋克，俄授怀远大将军、管军都緫领，镇行村海口。
寶,PER,父母,隋世昌,PER,隋世昌，其先登州栖霞人。父宝，徙居莱阳，金末隶军伍，主帅奇其貌，以为管军谋克，俄授怀远大将军、管军都緫领，镇行村海口。
隋世昌,PER,出生于某地,登州,LOC,隋世昌，其先登州栖霞人。父宝，徙居莱阳，金末隶军伍，主帅奇其貌，以为管军谋克，俄授怀远大将军、管军都緫领，镇行村海口。
隋世昌,PER,出生于某地,棲霞,LOC,隋世昌，其先登州栖霞人。父宝，徙居莱阳，金末隶军伍，主帅奇其貌，以为管军谋克，俄授怀远大将军、管军都緫领，镇行村海口。
寶,PER,到达,萊陽,LOC,隋世昌，其先登州栖霞人。父宝，徙居莱阳，金末隶军伍，主帅奇其貌，以为管军谋克，俄授怀远大将军、管军都緫领，镇行村海口。
祿東贊,PER,敌对攻伐,吐谷渾,LOC,未几，吐谷浑内附，禄东赞怨忿，率锐兵击之，而吐谷浑大臣素和贵奔吐蕃，惎以虚实，故吐蕃能破其国。
素和貴,PER,到达,吐蕃,LOC,未几，吐谷浑内附，禄东赞怨忿，率锐兵击之，而吐谷浑大臣素和贵奔吐蕃，惎以虚实，故吐蕃能破其国。
素和貴,PER,出生于某地,吐谷渾,LOC,未几，吐谷浑内附，禄东赞怨忿，率锐兵击之，而吐谷浑大臣素和贵奔吐蕃，惎以虚实，故吐蕃能破其国。
荅失八都魯,PER,敌对攻伐,鈞,LOC,乙酉，脱脱遣兵平六合县。是月，荅失八都鲁复苗军所据郑、钧、许三州。
荅失八都魯,PER,敌对攻伐,鄭,LOC,乙酉，脱脱遣兵平六合县。是月，荅失八都鲁复苗军所据郑、钧、许三州。
荅失八都魯,PER,敌对攻伐,許,LOC,乙酉，脱脱遣兵平六合县。是月，荅失八都鲁复苗军所据郑、钧、许三州。
脫脫,PER,敌对攻伐,六合縣,LOC,乙酉，脱脱遣兵平六合县。是月，荅失八都鲁复苗军所据郑、钧、许三州。
荅失八都魯,PER,敌对攻伐,苗,LOC,乙酉，脱脱遣兵平六合县。是月，荅失八都鲁复苗军所据郑、钧、许三州。
李嗣昭,PER,敌对攻伐,張筠,PER,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
李嗣昭,PER,敌对攻伐,牛存節,PER,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
李嗣昭,PER,敌对攻伐,邢州,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
武皇,PER,敌对攻伐,史仁遇,PER,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
武皇,PER,上下级,李嗣昭,PER,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
牛存節,PER,政治奥援,張筠,PER,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
史仁遇,PER,出生于某地,魏,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
史仁遇,PER,驻守,高唐,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
李嗣昭,PER,到达,青山口,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
牛存節,PER,到达,青山口,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
張筠,PER,到达,青山口,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
牛存節,PER,出生于某地,汴,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
張筠,PER,出生于某地,汴,LOC,天祐三年正月，魏博既杀牙军，魏将史仁遇据高唐以叛，遣人乞师于武皇，武皇遣李嗣昭率三千骑攻邢州以应之，遇汴将牛存节、张筠于青山口，嗣昭不利而还。
友孜,PER,任职,康王,OFI,友裕前即位卒，追封郴王，而康王友孜，末帝即位封。
友裕,PER,任职,郴王,OFI,友裕前即位卒，追封郴王，而康王友孜，末帝即位封。
友裕,PER,兄弟,友孜,PER,友裕前即位卒，追封郴王，而康王友孜，末帝即位封。
